seen_count,alsa,pick_count,ata,game_count,win_rate,sideboard_game_count,sideboard_win_rate,opening_hand_game_count,oh wr,drawn_game_count,drawn_win_rate,ever_drawn_game_count,gd wr,never_drawn_game_count,never_drawn_win_rate,iwd,name,color,rarity,url,url_back,expansion,id,types
43865,4.7105209,8478,6.017339,30319,0.5309212,0,,5299,0.50084922,8955,0.52886655,13400,0.51708955,16820,0.54060642,-0.023516870000000023,Rune of Mortality,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/f/6f75a5e5-70df-49c3-abe1-8cc6975f5171.jpg?1631048485,,KHM,1808,Enchantment - Aura Rune
43865,4.7105209,8478,6.017339,30319,0.5309212,0,,5299,0.50084922,8955,0.52886655,13400,0.51708955,16820,0.54060642,-0.023516870000000023,Rune of Mortality,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/f/6f75a5e5-70df-49c3-abe1-8cc6975f5171.jpg?1631048485,,KHM,75148,Enchantment - Aura Rune
6920,2.4586705,2624,2.390625,12790,0.54503518,0,,2318,0.57894737,3751,0.5539856,5698,0.56493506,7060,0.52875354,0.03618152000000008,Skemfar Avenger,B,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/f/a/fad2c6d4-03dd-4dab-861c-77c55bda0db7.jpg?1631048518,,KHM,1809,Creature - Elf Berserker
6920,2.4586705,2624,2.390625,12790,0.54503518,0,,2318,0.57894737,3751,0.5539856,5698,0.56493506,7060,0.52875354,0.03618152000000008,Skemfar Avenger,B,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/f/a/fad2c6d4-03dd-4dab-861c-77c55bda0db7.jpg?1631048518,,KHM,75149,Creature - Elf Berserker
46432,5.1851956,7888,6.705502,26545,0.54130721,0,,5201,0.54374159,10080,0.57748016,13747,0.56244999,12927,0.52084784,0.041602150000000004,Skemfar Shadowsage,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/2/c204130f-0483-49ed-8512-03a74894702e.jpg?1631048543,,KHM,1810,Creature - Elf Cleric
46432,5.1851956,7888,6.705502,26545,0.54130721,0,,5201,0.54374159,10080,0.57748016,13747,0.56244999,12927,0.52084784,0.041602150000000004,Skemfar Shadowsage,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/2/c204130f-0483-49ed-8512-03a74894702e.jpg?1631048543,,KHM,75150,Creature - Elf Cleric
161547,7.2360242,19655,10.176902,38870,0.5040391,6,0.5,7945,0.481309,12634,0.51614691,18921,0.50240474,19682,0.50487755,-0.002472809999999992,Skull Raid,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/5/4589c520-4db3-47bf-bfb2-5d7e02ede4bf.jpg?1631048568,,KHM,1811,Sorcery
161547,7.2360242,19655,10.176902,38870,0.5040391,6,0.5,7945,0.481309,12634,0.51614691,18921,0.50240474,19682,0.50487755,-0.002472809999999992,Skull Raid,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/5/4589c520-4db3-47bf-bfb2-5d7e02ede4bf.jpg?1631048568,,KHM,75151,Sorcery
4257,1.3845431,2983,1.3576936,15168,0.52492089,0,,2597,0.52368117,4401,0.55623722,6790,0.54447717,8291,0.50886503,0.0356121399999999,"Tergrid, God of Fright",B,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/1/4/14dc88ee-bba9-4625-af0d-89f3762a0ead.jpg?1631048621,https://c1.scryfall.com/file/scryfall-cards/border_crop/back/1/4/14dc88ee-bba9-4625-af0d-89f3762a0ead.jpg?1631048621,KHM,75152,Legendary Creature - God
4257,1.3845431,2983,1.3576936,15168,0.52492089,0,,2597,0.52368117,4401,0.55623722,6790,0.54447717,8291,0.50886503,0.0356121399999999,"Tergrid, God of Fright",B,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/1/4/14dc88ee-bba9-4625-af0d-89f3762a0ead.jpg?1631048621,https://c1.scryfall.com/file/scryfall-cards/border_crop/back/1/4/14dc88ee-bba9-4625-af0d-89f3762a0ead.jpg?1631048621,KHM,75409,Legendary Creature - God
44971,5.1046897,7503,6.3459949,22118,0.4973777,0,,4164,0.46157541,6938,0.5,10468,0.48557509,11484,0.50731452,-0.021739430000000004,Tergrid's Shadow,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/1/417f71d2-d7da-4279-8847-d27c67e9ea9d.jpg?1631048649,,KHM,1813,Instant
44971,5.1046897,7503,6.3459949,22118,0.4973777,0,,4164,0.46157541,6938,0.5,10468,0.48557509,11484,0.50731452,-0.021739430000000004,Tergrid's Shadow,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/1/417f71d2-d7da-4279-8847-d27c67e9ea9d.jpg?1631048649,,KHM,75154,Instant
1847,1.1667569,1623,1.1429452,8908,0.54714863,0,,1548,0.58204134,2675,0.62280374,4076,0.60745829,4790,0.49498956,0.11246872999999996,"Valki, God of Lies",BR,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/a/ea7e4c65-b4c4-4795-9475-3cba71c50ea5.jpg?1636100811,https://c1.scryfall.com/file/scryfall-cards/border_crop/back/e/a/ea7e4c65-b4c4-4795-9475-3cba71c50ea5.jpg?1636100811,KHM,75155,Legendary Creature - God
1847,1.1667569,1623,1.1429452,8908,0.54714863,0,,1548,0.58204134,2675,0.62280374,4076,0.60745829,4790,0.49498956,0.11246872999999996,"Valki, God of Lies",BR,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/a/ea7e4c65-b4c4-4795-9475-3cba71c50ea5.jpg?1636100811,https://c1.scryfall.com/file/scryfall-cards/border_crop/back/e/a/ea7e4c65-b4c4-4795-9475-3cba71c50ea5.jpg?1636100811,KHM,75411,Legendary Creature - God
1847,1.1667569,1623,1.1429452,8908,0.54714863,0,,1548,0.58204134,2675,0.62280374,4076,0.60745829,4790,0.49498956,0.11246872999999996,"Valki, God of Lies",BR,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/a/ea7e4c65-b4c4-4795-9475-3cba71c50ea5.jpg?1636100811,https://c1.scryfall.com/file/scryfall-cards/border_crop/back/e/a/ea7e4c65-b4c4-4795-9475-3cba71c50ea5.jpg?1636100811,KHM,76885,Legendary Creature - God
5008,1.7803514,2543,1.7184428,12415,0.52839307,0,,2170,0.53410138,3574,0.5581981,5476,0.54693207,6858,0.51195684,0.034975230000000024,"Varragoth, Bloodsky Sire",B,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/f/efa8dbf0-4e5a-452b-826f-5813e8cd9d85.jpg?1631048726,,KHM,1815,Legendary Creature - Demon Rogue
5008,1.7803514,2543,1.7184428,12415,0.52839307,0,,2170,0.53410138,3574,0.5581981,5476,0.54693207,6858,0.51195684,0.034975230000000024,"Varragoth, Bloodsky Sire",B,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/f/efa8dbf0-4e5a-452b-826f-5813e8cd9d85.jpg?1631048726,,KHM,75157,Legendary Creature - Demon Rogue
5008,1.7803514,2543,1.7184428,12415,0.52839307,0,,2170,0.53410138,3574,0.5581981,5476,0.54693207,6858,0.51195684,0.034975230000000024,"Varragoth, Bloodsky Sire",B,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/f/efa8dbf0-4e5a-452b-826f-5813e8cd9d85.jpg?1631048726,,KHM,75413,Legendary Creature - Demon Rogue
27132,3.0743403,6397,3.6177896,29046,0.53126076,0,,5912,0.53839648,9493,0.55546192,13899,0.54795309,15091,0.51461136,0.03334173000000007,Vengeful Reaper,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/8/5/854c99fd-71ba-40b7-98cf-b783f01a77b4.jpg?1631048754,,KHM,1816,Creature - Angel Cleric
27132,3.0743403,6397,3.6177896,29046,0.53126076,0,,5912,0.53839648,9493,0.55546192,13899,0.54795309,15091,0.51461136,0.03334173000000007,Vengeful Reaper,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/8/5/854c99fd-71ba-40b7-98cf-b783f01a77b4.jpg?1631048754,,KHM,75158,Creature - Angel Cleric
171532,8.0584497,18087,11.438989,29789,0.53049783,0,,5450,0.5187156,8570,0.52543757,13311,0.52287582,16327,0.53775954,-0.014883720000000045,Village Rites,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/f/0fab9ee8-776a-48e5-b309-bcd381e67bf7.jpg?1631048783,,KHM,1817,Instant
171532,8.0584497,18087,11.438989,29789,0.53049783,0,,5450,0.5187156,8570,0.52543757,13311,0.52287582,16327,0.53775954,-0.014883720000000045,Village Rites,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/f/0fab9ee8-776a-48e5-b309-bcd381e67bf7.jpg?1631048783,,KHM,75159,Instant
150053,6.3610724,18724,8.7926725,53658,0.52405979,0,,9798,0.48958971,16267,0.53599311,24727,0.5208881,28613,0.52629923,-0.005411130000000042,Weigh Down,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/f/6ffa795d-2211-49b0-a6df-812599758f7b.jpg?1631048809,,KHM,1818,Sorcery
150053,6.3610724,18724,8.7926725,53658,0.52405979,0,,9798,0.48958971,16267,0.53599311,24727,0.5208881,28613,0.52629923,-0.005411130000000042,Weigh Down,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/f/6ffa795d-2211-49b0-a6df-812599758f7b.jpg?1631048809,,KHM,75160,Sorcery
154367,6.8062086,12115,10.160545,21428,0.50410678,0,,4421,0.49491065,7464,0.51795284,10607,0.51117187,10723,0.49743542,0.013736449999999956,Withercrown,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/5/9/597fe119-64a7-4499-8b69-738af5a71a20.jpg?1631048833,,KHM,1819,Enchantment - Aura
154367,6.8062086,12115,10.160545,21428,0.50410678,0,,4421,0.49491065,7464,0.51795284,10607,0.51117187,10723,0.49743542,0.013736449999999956,Withercrown,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/5/9/597fe119-64a7-4499-8b69-738af5a71a20.jpg?1631048833,,KHM,75161,Enchantment - Aura
6523,2.2324084,3140,2.2296178,17417,0.56950106,0,,2999,0.5951984,4502,0.58685029,7270,0.58927098,10066,0.55583151,0.03343947000000003,Arni Brokenbrow,R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/f/f/ff334bba-0805-4d5d-86c4-99185fe9a77a.jpg?1631048861,,KHM,1820,Legendary Creature - Human Berserker
6523,2.2324084,3140,2.2296178,17417,0.56950106,0,,2999,0.5951984,4502,0.58685029,7270,0.58927098,10066,0.55583151,0.03343947000000003,Arni Brokenbrow,R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/f/f/ff334bba-0805-4d5d-86c4-99185fe9a77a.jpg?1631048861,,KHM,75162,Legendary Creature - Human Berserker
6523,2.2324084,3140,2.2296178,17417,0.56950106,0,,2999,0.5951984,4502,0.58685029,7270,0.58927098,10066,0.55583151,0.03343947000000003,Arni Brokenbrow,R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/f/f/ff334bba-0805-4d5d-86c4-99185fe9a77a.jpg?1631048861,,KHM,75414,Legendary Creature - Human Berserker
154637,6.64643,32881,8.3561935,107857,0.55778484,0,,26820,0.56431767,37031,0.52728795,55393,0.54772264,52903,0.56781279,-0.020090149999999918,Axgard Cavalry,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/4/2411c341-a470-4484-9248-7c1d3ca12978.jpg?1631048886,,KHM,1821,Creature - Dwarf Berserker
154637,6.64643,32881,8.3561935,107857,0.55778484,0,,26820,0.56431767,37031,0.52728795,55393,0.54772264,52903,0.56781279,-0.020090149999999918,Axgard Cavalry,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/4/2411c341-a470-4484-9248-7c1d3ca12978.jpg?1631048886,,KHM,75163,Creature - Dwarf Berserker
29879,3.2337428,13213,3.5018542,65558,0.57619207,0,,12812,0.59342804,20900,0.60937799,31269,0.60008315,34341,0.55580793,0.04427522000000006,Basalt Ravager,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/b/3/b32aea04-04f7-48a8-a8ab-8b38fa53da3b.jpg?1631048910,,KHM,1822,Creature - Giant Wizard
29879,3.2337428,13213,3.5018542,65558,0.57619207,0,,12812,0.59342804,20900,0.60937799,31269,0.60008315,34341,0.55580793,0.04427522000000006,Basalt Ravager,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/b/3/b32aea04-04f7-48a8-a8ab-8b38fa53da3b.jpg?1631048910,,KHM,75164,Creature - Giant Wizard
5376,1.7511161,3558,1.697864,19875,0.55310692,0,,3474,0.54864709,5201,0.5554701,8478,0.55378627,11301,0.55198655,0.0017997200000000602,"Birgi, God of Storytelling",R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/4/44657ab1-0a6a-4a5f-9688-86f239083821.jpg?1631048969,https://c1.scryfall.com/file/scryfall-cards/border_crop/back/4/4/44657ab1-0a6a-4a5f-9688-86f239083821.jpg?1631048969,KHM,75165,Legendary Creature - God
5376,1.7511161,3558,1.697864,19875,0.55310692,0,,3474,0.54864709,5201,0.5554701,8478,0.55378627,11301,0.55198655,0.0017997200000000602,"Birgi, God of Storytelling",R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/4/44657ab1-0a6a-4a5f-9688-86f239083821.jpg?1631048969,https://c1.scryfall.com/file/scryfall-cards/border_crop/back/4/4/44657ab1-0a6a-4a5f-9688-86f239083821.jpg?1631048969,KHM,75415,Legendary Creature - God
153477,6.7207399,25556,8.938175,71452,0.55063539,1,1.0,16802,0.55255327,23844,0.53170609,35712,0.54250672,36101,0.55871029,-0.016203570000000056,Breakneck Berserker,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/6/d6eb23c9-6061-4ad1-a8f3-2c791c49f352.jpg?1631048998,,KHM,1824,Creature - Dwarf Berserker
153477,6.7207399,25556,8.938175,71452,0.55063539,1,1.0,16802,0.55255327,23844,0.53170609,35712,0.54250672,36101,0.55871029,-0.016203570000000056,Breakneck Berserker,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/6/d6eb23c9-6061-4ad1-a8f3-2c791c49f352.jpg?1631048998,,KHM,75167,Creature - Dwarf Berserker
5882,1.949167,3498,1.8945111,19027,0.57066274,0,,3148,0.61848793,5309,0.60802411,8211,0.6122275,10715,0.53849743,0.07373006999999998,Calamity Bearer,R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/a/1/a15edad1-ff68-4f20-95f6-99fe549bea98.jpg?1631049025,,KHM,1825,Creature - Giant Berserker
5882,1.949167,3498,1.8945111,19027,0.57066274,0,,3148,0.61848793,5309,0.60802411,8211,0.6122275,10715,0.53849743,0.07373006999999998,Calamity Bearer,R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/a/1/a15edad1-ff68-4f20-95f6-99fe549bea98.jpg?1631049025,,KHM,75168,Creature - Giant Berserker
165356,7.6526162,22482,10.731207,49064,0.54068156,0,,8298,0.51916124,17482,0.55485642,24032,0.54356691,25056,0.53691731,0.006649600000000033,Cinderheart Giant,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/4/e4802e6c-6921-4dac-bf44-7e09d6942b71.jpg?1631049047,,KHM,1826,Creature - Giant Berserker
165356,7.6526162,22482,10.731207,49064,0.54068156,0,,8298,0.51916124,17482,0.55485642,24032,0.54356691,25056,0.53691731,0.006649600000000033,Cinderheart Giant,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/4/e4802e6c-6921-4dac-bf44-7e09d6942b71.jpg?1631049047,,KHM,75169,Creature - Giant Berserker
151650,6.489489,31485,8.3771955,97858,0.55252509,0,,22895,0.55492466,37386,0.54996523,52013,0.55249649,46492,0.55241762,7.886999999995314e-05,Craven Hulk,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/b/2be804ab-1024-4eee-b339-48ed8b84d363.jpg?1631049072,,KHM,1827,Creature - Giant Coward
151650,6.489489,31485,8.3771955,97858,0.55252509,0,,22895,0.55492466,37386,0.54996523,52013,0.55249649,46492,0.55241762,7.886999999995314e-05,Craven Hulk,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/b/2be804ab-1024-4eee-b339-48ed8b84d363.jpg?1631049072,,KHM,75170,Creature - Giant Coward
48362,5.5260122,8249,7.3082798,24157,0.54435567,0,,4636,0.54292494,7517,0.5677797,11536,0.55721221,12497,0.53228775,0.024924460000000037,Crush the Weak,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/8/7/875a20c2-1d17-46ea-b4d2-3e70bc05aae3.jpg?1631049096,,KHM,1828,Sorcery
48362,5.5260122,8249,7.3082798,24157,0.54435567,0,,4636,0.54292494,7517,0.5677797,11536,0.55721221,12497,0.53228775,0.024924460000000037,Crush the Weak,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/8/7/875a20c2-1d17-46ea-b4d2-3e70bc05aae3.jpg?1631049096,,KHM,75171,Sorcery
66516,2.7484214,33677,2.9641892,142725,0.55892801,0,,34361,0.56802771,51985,0.5849572,75365,0.57571817,68150,0.54105649,0.03466168000000003,Demon Bolt,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/5/f/5f856b0e-b413-49b0-9aa7-d935ad40ae53.jpg?1631049119,,KHM,1829,Instant
66516,2.7484214,33677,2.9641892,142725,0.55892801,0,,34361,0.56802771,51985,0.5849572,75365,0.57571817,68150,0.54105649,0.03466168000000003,Demon Bolt,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/5/f/5f856b0e-b413-49b0-9aa7-d935ad40ae53.jpg?1631049119,,KHM,75172,Instant
38384,4.2140215,9768,5.0669533,42781,0.55022089,0,,7679,0.53105873,12384,0.55967377,19147,0.54906774,23417,0.55105265,-0.0019849100000000064,Doomskar Titan,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/a/4/a4e125e4-103f-4a68-b85f-1382646da71e.jpg?1631049146,,KHM,1830,Creature - Giant Berserker
38384,4.2140215,9768,5.0669533,42781,0.55022089,0,,7679,0.53105873,12384,0.55967377,19147,0.54906774,23417,0.55105265,-0.0019849100000000064,Doomskar Titan,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/a/4/a4e125e4-103f-4a68-b85f-1382646da71e.jpg?1631049146,,KHM,75173,Creature - Giant Berserker
4781,1.5705919,3577,1.5510204,21298,0.58033618,0,,3842,0.63248308,5763,0.6133958,9246,0.62048453,11973,0.54965339,0.07083114000000001,Dragonkin Berserker,R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/7/e7f22fe4-2390-4c3d-8b5e-0cf398d97f6a.jpg?1631049169,,KHM,1831,Creature - Human Berserker
4781,1.5705919,3577,1.5510204,21298,0.58033618,0,,3842,0.63248308,5763,0.6133958,9246,0.62048453,11973,0.54965339,0.07083114000000001,Dragonkin Berserker,R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/7/e7f22fe4-2390-4c3d-8b5e-0cf398d97f6a.jpg?1631049169,,KHM,75174,Creature - Human Berserker
64339,8.3439904,7616,11.899816,3327,0.48422002,7,0.57142857,594,0.42255892,919,0.4265506,1453,0.4273916,1844,0.53145336,-0.10406176,Dual Strike,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/e/6ef580f8-efec-4d31-8dc3-2018dd48b6f4.jpg?1631049192,,KHM,1832,Instant
64339,8.3439904,7616,11.899816,3327,0.48422002,7,0.57142857,594,0.42255892,919,0.4265506,1453,0.4273916,1844,0.53145336,-0.10406176,Dual Strike,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/e/6ef580f8-efec-4d31-8dc3-2018dd48b6f4.jpg?1631049192,,KHM,75175,Instant
34390,3.7307938,13848,4.0189197,66883,0.55863224,0,,12313,0.54397791,19935,0.56318034,30603,0.55739633,36066,0.55858703,-0.001190699999999989,Dwarven Hammer,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/f/9/f9cc132f-d4c1-4bc4-9c9e-f63ab5e7d094.jpg?1631049218,,KHM,1833,Artifact - Equipment
34390,3.7307938,13848,4.0189197,66883,0.55863224,0,,12313,0.54397791,19935,0.56318034,30603,0.55739633,36066,0.55858703,-0.001190699999999989,Dwarven Hammer,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/f/9/f9cc132f-d4c1-4bc4-9c9e-f63ab5e7d094.jpg?1631049218,,KHM,75176,Artifact - Equipment
154810,6.698482,29275,8.7192485,82393,0.55264404,0,,20009,0.54780349,27369,0.54291352,41859,0.54647746,40782,0.55835908,-0.011881620000000037,Dwarven Reinforcements,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/0/40bcc7cb-65dd-4bc6-8606-a162fa6c65f7.jpg?1631049246,,KHM,1834,Sorcery
154810,6.698482,29275,8.7192485,82393,0.55264404,0,,20009,0.54780349,27369,0.54291352,41859,0.54647746,40782,0.55835908,-0.011881620000000037,Dwarven Reinforcements,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/0/40bcc7cb-65dd-4bc6-8606-a162fa6c65f7.jpg?1631049246,,KHM,75177,Sorcery
40179,4.3247716,10328,5.1601472,47220,0.55830157,0,,9974,0.55183477,13460,0.53216939,21572,0.54111812,25575,0.57247312,-0.03135499999999991,Fearless Liberator,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/1/212462b7-e23e-4c87-93aa-9cadefbf1ac8.jpg?1631049270,,KHM,1835,Creature - Dwarf Berserker
40179,4.3247716,10328,5.1601472,47220,0.55830157,0,,9974,0.55183477,13460,0.53216939,21572,0.54111812,25575,0.57247312,-0.03135499999999991,Fearless Liberator,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/1/212462b7-e23e-4c87-93aa-9cadefbf1ac8.jpg?1631049270,,KHM,75178,Creature - Dwarf Berserker
160459,7.4687989,26427,9.7180157,64976,0.5561592,6,0.5,15966,0.57334335,21149,0.52357085,32682,0.54693715,32810,0.56418775,-0.017250600000000005,Fearless Pup,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/e/0eba2250-0e9b-46fd-a4b5-23f30329e063.jpg?1631049298,,KHM,1836,Creature - Wolf
160459,7.4687989,26427,9.7180157,64976,0.5561592,6,0.5,15966,0.57334335,21149,0.52357085,32682,0.54693715,32810,0.56418775,-0.017250600000000005,Fearless Pup,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/e/0eba2250-0e9b-46fd-a4b5-23f30329e063.jpg?1631049298,,KHM,75179,Creature - Wolf
43637,4.8620895,9641,5.9486568,37519,0.55411925,1,1.0,7897,0.56401165,10658,0.52279977,16952,0.5422369,20574,0.56352678,-0.021289879999999983,Frenzied Raider,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/2/22c59e0b-5b78-4cf5-9c2a-92ccf833778f.jpg?1631049327,,KHM,1837,Creature - Demon Berserker
43637,4.8620895,9641,5.9486568,37519,0.55411925,1,1.0,7897,0.56401165,10658,0.52279977,16952,0.5422369,20574,0.56352678,-0.021289879999999983,Frenzied Raider,R,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/2/22c59e0b-5b78-4cf5-9c2a-92ccf833778f.jpg?1631049327,,KHM,75180,Creature - Demon Berserker
105616,4.1465119,27037,5.1167289,105441,0.55930805,0,,23634,0.57019548,36538,0.57055668,53517,0.57021133,52072,0.54802965,0.02218167999999998,Frost Bite,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/9/4/9423318a-c5a8-48d2-92f5-280d15a050a6.jpg?1631049354,,KHM,1838,Snow Instant
105616,4.1465119,27037,5.1167289,105441,0.55930805,0,,23634,0.57019548,36538,0.57055668,53517,0.57021133,52072,0.54802965,0.02218167999999998,Frost Bite,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/9/4/9423318a-c5a8-48d2-92f5-280d15a050a6.jpg?1631049354,,KHM,75181,Snow Instant
1934,1.1918304,1686,1.1779359,9399,0.57804022,0,,1621,0.63294263,2616,0.64181957,4111,0.63512527,5215,0.53231064,0.10281463000000002,Goldspan Dragon,R,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/9/d/9d914868-9000-4df2-a818-0ef8a7f636ae.jpg?1631049376,,KHM,1839,Creature - Dragon
1934,1.1918304,1686,1.1779359,9399,0.57804022,0,,1621,0.63294263,2616,0.64181957,4111,0.63512527,5215,0.53231064,0.10281463000000002,Goldspan Dragon,R,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/9/d/9d914868-9000-4df2-a818-0ef8a7f636ae.jpg?1631049376,,KHM,75182,Creature - Dragon
168301,7.6552962,24244,10.605346,48537,0.53540598,0,,8571,0.52945981,15292,0.52759613,22073,0.52906266,26379,0.53993707,-0.010874410000000001,Hagi Mob,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/3/d3b18cdb-bc17-42ae-bfb7-4eafce01cd39.jpg?1631049401,,KHM,1840,Creature - Troll Berserker
168301,7.6552962,24244,10.605346,48537,0.53540598,0,,8571,0.52945981,15292,0.52759613,22073,0.52906266,26379,0.53993707,-0.010874410000000001,Hagi Mob,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/3/d3b18cdb-bc17-42ae-bfb7-4eafce01cd39.jpg?1631049401,,KHM,75183,Creature - Troll Berserker
163211,7.2313141,27092,9.7058541,76697,0.5530464,0,,17465,0.54589178,24375,0.53156923,37131,0.53895667,39815,0.56541504,-0.026458369999999953,Immersturm Raider,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/7/7/77da4de2-4d34-40e5-8fc0-850aef05356b.jpg?1631049426,,KHM,1841,Creature - Demon Berserker
163211,7.2313141,27092,9.7058541,76697,0.5530464,0,,17465,0.54589178,24375,0.53156923,37131,0.53895667,39815,0.56541504,-0.026458369999999953,Immersturm Raider,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/7/7/77da4de2-4d34-40e5-8fc0-850aef05356b.jpg?1631049426,,KHM,75184,Creature - Demon Berserker
6901,2.3292276,3590,2.3417827,19913,0.58112791,0,,3528,0.64739229,4987,0.58692601,8331,0.61229144,11520,0.55894097,0.05335047000000004,"Magda, Brazen Outlaw",R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/7/079e6263-e54c-4899-a336-5315909b9322.jpg?1631049453,,KHM,1842,Legendary Creature - Dwarf Berserker
6901,2.3292276,3590,2.3417827,19913,0.58112791,0,,3528,0.64739229,4987,0.58692601,8331,0.61229144,11520,0.55894097,0.05335047000000004,"Magda, Brazen Outlaw",R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/7/079e6263-e54c-4899-a336-5315909b9322.jpg?1631049453,,KHM,75185,Legendary Creature - Dwarf Berserker
6901,2.3292276,3590,2.3417827,19913,0.58112791,0,,3528,0.64739229,4987,0.58692601,8331,0.61229144,11520,0.55894097,0.05335047000000004,"Magda, Brazen Outlaw",R,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/7/079e6263-e54c-4899-a336-5315909b9322.jpg?1631049453,,KHM,75417,Legendary Creature - Dwarf Berserker
184831,9.9980415,19532,13.958581,1148,0.43466899,1,1.0,180,0.39444444,304,0.45723684,462,0.43290043,668,0.43413174,-0.0012313099999999855,Open the Omenpaths,R,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/e/4e4023c8-8e7f-42b9-99e5-87e80fc3d6c8.jpg?1631049480,,KHM,1843,Instant
