seen_count,alsa,pick_count,ata,game_count,win_rate,sideboard_game_count,sideboard_win_rate,opening_hand_game_count,oh wr,drawn_game_count,drawn_win_rate,ever_drawn_game_count,gd wr,never_drawn_game_count,never_drawn_win_rate,iwd,name,color,rarity,url,url_back,expansion,id,types
55948,4.226925,10691,5.2118604,22702,0.5283235,12515,0.53879345,4643,0.53758346,11076,0.55209462,15719,0.54780838,11561,0.50488712,0.04292125999999996,Displacer Beast,U,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/9/5/95d5c36c-bcc8-459c-9f4b-b265ccdb1f06.jpg?1627703119,,AFR,77406,Creature - Cat Beast
169886,4.6360736,30583,5.884838,56435,0.53635155,25332,0.55530554,14397,0.54275196,25438,0.57594937,39835,0.5639513,24778,0.50544838,0.058502920000000014,Djinni Windseer,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/7/67a42698-bf3b-4352-8178-9c98abfc5b09.jpg?1627703150,,AFR,77160,Creature - Djinn
169886,4.6360736,30583,5.884838,56435,0.53635155,25332,0.55530554,14397,0.54275196,25438,0.57594937,39835,0.5639513,24778,0.50544838,0.058502920000000014,Djinni Windseer,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/7/67a42698-bf3b-4352-8178-9c98abfc5b09.jpg?1627703150,,AFR,77407,Creature - Djinn
10370,2.3697203,3735,2.3694779,9912,0.53964891,3901,0.55678031,1775,0.55661972,3046,0.58502955,4821,0.57456959,5291,0.51086751,0.06370208,Dragon Turtle,U,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/4/d436ba80-386f-40ad-b0ca-a98cc50de964.jpg?1627703189,,AFR,77161,Creature - Dragon Turtle
10370,2.3697203,3735,2.3694779,9912,0.53964891,3901,0.55678031,1775,0.55661972,3046,0.58502955,4821,0.57456959,5291,0.51086751,0.06370208,Dragon Turtle,U,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/4/d436ba80-386f-40ad-b0ca-a98cc50de964.jpg?1627703189,,AFR,77408,Creature - Dragon Turtle
50987,3.8936396,11281,4.5612091,23972,0.53220424,11623,0.55037426,5099,0.53265346,8512,0.58141447,13611,0.56314745,11840,0.50540541,0.05774203999999994,Eccentric Apprentice,U,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/3/b/3baa08ac-9a94-4e22-91bb-c6966cd0a0de.jpg?1627703226,,AFR,77162,Creature - Tiefling Wizard
54673,4.2927039,11162,5.0699695,17608,0.51766243,16596,0.55019282,3954,0.5209914,6546,0.53589979,10500,0.53028571,8556,0.50888266,0.02140304999999998,Feywild Trickster,U,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/9/c93e0296-69e0-45e0-a1c2-0214a53c52d0.jpg?1627703260,,AFR,77163,Creature - Gnome Warlock
57743,4.4148555,10381,5.5171949,19892,0.52181782,14534,0.54802532,3877,0.52746969,6281,0.55755453,10158,0.54607206,10347,0.49975838,0.04631367999999997,Fly,U,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/f/1/f1a91cc6-67e1-4f1b-86e2-eb388a75d6ad.jpg?1627703302,,AFR,77164,Enchantment - Aura
9109,2.0184433,3998,1.9342171,11152,0.53362626,3732,0.55412647,2013,0.56085445,3560,0.58342697,5573,0.57527364,6054,0.50363396,0.07163967999999998,"Grazilaxx, Illithid Scholar",U,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/9/8/98cca453-4611-4f3d-85d8-d74d260c7598.jpg?1627703337,,AFR,77165,Legendary Creature - Horror
57996,4.49012,9340,5.7200214,16970,0.5104891,12236,0.55058843,3687,0.4976946,5527,0.50660394,9214,0.50303885,8698,0.51690044,-0.01386158999999998,Guild Thief,U,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/f/d/fd4348ec-fdb1-4c3b-bec5-42513c6c0662.jpg?1627703368,,AFR,77166,Creature - Orc Rogue
2946,1.2739308,2276,1.2245167,8037,0.5699888,1636,0.54523227,1330,0.64661654,2556,0.65062598,3886,0.64925373,4339,0.50472459,0.14452913999999994,"Iymrith, Desert Doom",U,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/3/c3e6025d-d273-4ae4-9929-5e588612f1b3.jpg?1627703415,,AFR,77167,Legendary Creature - Dragon
2946,1.2739308,2276,1.2245167,8037,0.5699888,1636,0.54523227,1330,0.64661654,2556,0.65062598,3886,0.64925373,4339,0.50472459,0.14452913999999994,"Iymrith, Desert Doom",U,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/3/c3e6025d-d273-4ae4-9929-5e588612f1b3.jpg?1627703415,,AFR,77386,Legendary Creature - Dragon
8274,1.769519,4763,1.6878018,15717,0.5739645,3658,0.53526517,2649,0.61910155,5016,0.6638756,7665,0.64840183,8431,0.51180168,0.13660014999999992,Mind Flayer,U,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/2/c29ac797-a186-4224-94e1-9bb9dca4b029.jpg?1627703456,,AFR,77168,Creature - Horror
8274,1.769519,4763,1.6878018,15717,0.5739645,3658,0.53526517,2649,0.61910155,5016,0.6638756,7665,0.64840183,8431,0.51180168,0.13660014999999992,Mind Flayer,U,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/2/c29ac797-a186-4224-94e1-9bb9dca4b029.jpg?1627703456,,AFR,77409,Creature - Horror
3227,1.2934614,2397,1.2565707,7634,0.54479958,1953,0.55504352,1193,0.56328583,2338,0.61248931,3531,0.59586519,4129,0.50278518,0.09308000999999999,Mordenkainen,U,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/2/f/2fa5e4c7-12fa-4ec4-bd4b-752e367306c7.jpg?1627703483,,AFR,77396,Legendary Planeswalker - Mordenkainen
265089,8.8492506,24687,12.889253,1300,0.45769231,87191,0.54396669,207,0.42995169,393,0.46564885,600,0.45333333,731,0.45827633,-0.004943000000000031,Mordenkainen's Polymorph,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/b/6/b6551442-d74c-4f16-a9de-0cfdc88208a5.jpg?1627703511,,AFR,77170,Instant
217826,6.3993417,26981,8.7019013,33091,0.51923484,45026,0.54837205,8389,0.51817857,12458,0.52400064,20847,0.52165779,15635,0.51352734,0.008130450000000011,Pixie Guide,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/6/c65631b9-ca62-4851-9eca-9c760fb1a177.jpg?1627756212,,AFR,77171,Creature - Faerie
217826,6.3993417,26981,8.7019013,33091,0.51923484,45026,0.54837205,8389,0.51817857,12458,0.52400064,20847,0.52165779,15635,0.51352734,0.008130450000000011,Pixie Guide,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/6/c65631b9-ca62-4851-9eca-9c760fb1a177.jpg?1627756212,,AFR,77410,Creature - Faerie
82749,6.4547608,9570,9.2219436,6325,0.49027668,27546,0.54937196,1201,0.48459617,2041,0.50906418,3242,0.5,3352,0.48090692,0.019093079999999985,Power of Persuasion,U,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/8/d/8d84cb72-d0a0-4af0-aded-47e5fb7addef.jpg?1627703547,,AFR,77172,Sorcery
62424,4.6912566,11653,5.9763151,24674,0.52711356,13346,0.55057695,4965,0.5305136,8183,0.55688623,13148,0.54692729,12537,0.50937226,0.037555029999999934,Ray of Frost,U,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/7/e/7edd5058-a964-4288-937b-84df6e9ba7c4.jpg?1627703580,,AFR,77173,Enchantment - Aura
237744,7.2180959,26743,10.238193,27423,0.51857929,63639,0.54738447,5211,0.51429668,9594,0.53960809,14805,0.53069909,13998,0.50850121,0.022197880000000003,Rimeshield Frost Giant,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/7/6/767b499e-3bdb-4809-b430-6e965bd100d4.jpg?1627703606,,AFR,77174,Creature - Giant Warrior
237744,7.2180959,26743,10.238193,27423,0.51857929,63639,0.54738447,5211,0.51429668,9594,0.53960809,14805,0.53069909,13998,0.50850121,0.022197880000000003,Rimeshield Frost Giant,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/7/6/767b499e-3bdb-4809-b430-6e965bd100d4.jpg?1627703606,,AFR,77411,Creature - Giant Warrior
217527,6.2040023,30945,8.3329779,45734,0.52319937,43209,0.54877456,11280,0.50585106,18827,0.55834705,30107,0.53867871,20817,0.50742182,0.03125688999999998,Scion of Stygia,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/8/f/8f0abdb4-4898-4818-b7e2-24a90f15e49d.jpg?1627703631,,AFR,77175,Creature - Tiefling Shaman
250613,7.9688524,26632,11.360469,18488,0.50860017,75555,0.54822315,3722,0.47958087,5815,0.51401548,9537,0.5005767,9682,0.51332369,-0.012746990000000014,Secret Door,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/3/1/3191e400-aa4e-4955-aca0-ecbe63ea240f.jpg?1627703662,,AFR,77176,Artifact Creature - Wall
261167,8.3607653,30436,11.677487,12132,0.51351797,88456,0.54377318,2480,0.49637097,3907,0.53775275,6387,0.52168467,6302,0.50444303,0.017241639999999947,Shocking Grasp,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/a/b/ab95fe13-c09b-4eed-aeae-fb1c5b6eb476.jpg?1627703711,,AFR,77177,Instant
234535,7.1360778,26717,10.11764,25476,0.50989166,61550,0.54245329,5323,0.5049784,9280,0.52165948,14603,0.51557899,12643,0.50217512,0.013403869999999984,Shortcut Seeker,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/1/2/122d2635-c4f4-44cd-8f82-37e3016e421e.jpg?1627703755,,AFR,77178,Creature - Human Rogue
247647,7.9235969,21266,11.864384,7114,0.49353388,65098,0.53840364,1637,0.50641417,2331,0.51008151,3968,0.50856855,3611,0.48103019,0.027538359999999984,Silver Raven,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/a/6/a671ec19-32f4-4fde-8ee0-1224471e79db.jpg?1627703794,,AFR,77179,Artifact Creature - Bird
203017,5.6792535,29818,7.5475887,45751,0.52534371,39655,0.55090153,11661,0.53202984,18900,0.54,30561,0.53695887,21045,0.5150392,0.021919669999999947,Soulknife Spy,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/4/045c7c23-d418-42f0-b497-50c39e5321ad.jpg?1627703835,,AFR,77180,Creature - Elf Rogue
86460,7.0475017,10383,9.9380718,5771,0.51169641,32684,0.54776037,889,0.48818898,1770,0.54237288,2659,0.52425724,3212,0.50031133,0.023945909999999904,Split the Party,U,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/7/4/743a0a96-f90a-4852-9a92-848795518e0a.jpg?1627703863,,AFR,77181,Sorcery
94968,7.8362922,11187,11.206311,1451,0.47208822,41416,0.55012556,211,0.39810427,423,0.49881797,634,0.46529968,826,0.47699758,-0.011697899999999983,Sudden Insight,U,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/6/06ec3c87-d5aa-4f8a-a9bf-ef4e38e21ad1.jpg?1627703891,,AFR,77182,Instant
17663,4.1724509,2511,5.4595779,1539,0.4574399,7919,0.5374416,296,0.39189189,625,0.5216,921,0.47991314,759,0.47562582,0.004287320000000039,Tasha's Hideous Laughter,U,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/4/c4932113-904f-427a-9566-509cc008f3ef.jpg?1627703920,,AFR,77183,Sorcery
72903,5.4505302,10377,7.3872988,13646,0.5142899,22881,0.54416328,2459,0.48718991,4139,0.53901909,6598,0.51970294,7298,0.50904357,0.010659369999999946,Trickster's Talisman,U,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/3/3/33cb9973-c9ce-48f1-9972-651092624751.jpg?1627703946,,AFR,77184,Artifact - Equipment
22225,4.863982,3308,6.5468561,1444,0.44875346,11162,0.5433614,205,0.3902439,455,0.45714286,660,0.43636364,802,0.45885287,-0.022489230000000027,True Polymorph,U,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/4/04a1f384-9266-425c-b739-09d74871fc7b.jpg?1627703986,,AFR,77185,Instant
49053,3.8310603,10176,4.5591588,22860,0.51872266,10363,0.54993728,4479,0.50636303,7069,0.53204131,11548,0.52208175,11942,0.51532407,0.006757679999999988,Wizard Class,U,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/1/d1f629fb-b097-4240-8560-ef47f5678f48.jpg?1627704026,,AFR,77186,Enchantment - Class
19026,4.1780721,3709,4.9994608,3559,0.49761169,10731,0.5441245,549,0.43169399,1091,0.52978918,1640,0.49695122,1933,0.49870667,-0.0017554499999999917,Wizard's Spellbook,U,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/b/6/b6ed0a4c-0234-4341-8dcb-5eea6a9632e7.jpg?1627704085,,AFR,77187,Artifact
245775,7.5189381,29320,10.441576,26767,0.52490006,69399,0.54605974,5149,0.50184502,8920,0.55661435,14069,0.53656976,13937,0.51574944,0.020820320000000003,You Come to a River,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/b/ebf9bab7-98a0-4394-90c0-e7c52e14eb37.jpg?1627704121,,AFR,77188,Instant
243368,7.6449903,23978,11.101468,11578,0.50958715,68540,0.54194631,2273,0.50461945,3799,0.53724664,6072,0.52503294,6057,0.49628529,0.028747650000000013,You Find the Villains' Lair,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/6/c6704458-6e9e-4795-a56d-25b68fbf9672.jpg?1627704159,,AFR,77189,Instant
264832,8.7296173,27939,12.389849,6626,0.52278901,91539,0.54680519,1117,0.51029543,1986,0.54682779,3103,0.53367709,3665,0.51241473,0.021262359999999925,You See a Guard Approach,U,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/3/0/30c5fd8e-753a-45e1-bcdd-fb6e072ffbb0.jpg?1627704199,,AFR,77190,Instant
8601,1.9100105,4146,1.7995658,12777,0.55279017,3390,0.55811209,2410,0.64522822,3747,0.59594342,6157,0.61523469,6947,0.50151144,0.11372324999999994,Yuan-Ti Malison,U,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/f/0f51afd9-7093-4aa3-ad5b-7383684d6285.jpg?1627704255,,AFR,77191,Creature - Snake Rogue
3366,1.5184195,2177,1.4717501,6691,0.51158272,1645,0.54650456,1155,0.46926407,9061,0.52157598,10216,0.51566171,3765,0.524834,-0.009172289999999972,Acererak the Archlich,B,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/d/d/dd52d0bd-3abd-401c-9f56-ee911613da3b.jpg?1627704283,,AFR,77192,Legendary Creature - Zombie Wizard
14078,3.2885353,3047,3.7512307,4417,0.50758433,6859,0.54322788,692,0.46098266,1282,0.48673947,1974,0.47771023,2523,0.52635751,-0.04864727999999996,Asmodeus the Archfiend,B,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/a/5/a5e6b864-58e7-43b9-9d79-1d0361340960.jpg?1627704325,,AFR,77193,Legendary Creature - Devil God
234875,6.8326727,34707,9.5337828,58537,0.5555119,79064,0.56229131,9360,0.53782051,17704,0.55637144,27064,0.54995566,32929,0.55896019,-0.00900453000000001,Baleful Beholder,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/5/e52d6ef6-d8a3-4288-8917-4c0a179ed4e0.jpg?1627704364,,AFR,77194,Creature - Beholder
234875,6.8326727,34707,9.5337828,58537,0.5555119,79064,0.56229131,9360,0.53782051,17704,0.55637144,27064,0.54995566,32929,0.55896019,-0.00900453000000001,Baleful Beholder,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/5/e52d6ef6-d8a3-4288-8917-4c0a179ed4e0.jpg?1627704364,,AFR,77412,Creature - Beholder
38589,2.954728,14787,3.2102522,51380,0.56905411,8002,0.55023744,8536,0.5789597,16138,0.60943116,24674,0.59888952,28176,0.54688387,0.0520056499999999,Black Dragon,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/a/a/aaca283a-39f1-4ae7-98fb-7821a927ef86.jpg?1627704399,,AFR,77195,Creature - Dragon
38589,2.954728,14787,3.2102522,51380,0.56905411,8002,0.55023744,8536,0.5789597,16138,0.60943116,24674,0.59888952,28176,0.54688387,0.0520056499999999,Black Dragon,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/a/a/aaca283a-39f1-4ae7-98fb-7821a927ef86.jpg?1627704399,,AFR,77387,Creature - Dragon
7960,3.5548995,1435,4.3191638,273,0.42857143,5527,0.53700018,43,0.3255814,79,0.43037975,122,0.39344262,153,0.45098039,-0.05753776999999999,The Book of Vile Darkness,B,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/5/05dcff61-8c48-401f-a31f-5fc53a298356.jpg?1627704426,,AFR,77196,Legendary Artifact
78539,5.8073314,13300,7.9005263,23614,0.53747777,29050,0.55528399,4419,0.54016746,6377,0.51293712,10796,0.52408299,13116,0.54719427,-0.023111279999999956,Check for Traps,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/6/f/6f58ea8a-30ac-45b0-a701-8b8d8262cfcf.jpg?1627704461,,AFR,77197,Sorcery
213075,5.7204552,33340,7.9759148,69239,0.55569838,51241,0.56300619,14038,0.55442371,23782,0.56740392,37820,0.56258593,36056,0.54870202,0.01388391,Clattering Skeletons,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/9/09ac0b2b-d4d3-4977-b241-7788239362de.jpg?1627704485,,AFR,77198,Creature - Skeleton
213075,5.7204552,33340,7.9759148,69239,0.55569838,51241,0.56300619,14038,0.55442371,23782,0.56740392,37820,0.56258593,36056,0.54870202,0.01388391,Clattering Skeletons,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/0/9/09ac0b2b-d4d3-4977-b241-7788239362de.jpg?1627704485,,AFR,77413,Creature - Skeleton
212938,5.9972011,42841,7.6086459,108735,0.57322849,46217,0.55637536,24615,0.57582775,36760,0.58250816,61375,0.57982892,55781,0.56938743,0.010441489999999942,Deadly Dispute,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/7/3/7373fe95-ad1c-44b9-8c7f-464ce8cbffc6.jpg?1627704524,,AFR,77199,Instant
43716,3.3072559,13234,3.8287744,40200,0.54442786,8506,0.54761345,7402,0.51810322,12380,0.55016155,19782,0.53816601,21920,0.54981752,-0.011651509999999976,Death-Priest of Myrkul,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/1/2/126b2636-030a-4a0e-9307-54c3372afb52.jpg?1627704557,,AFR,77200,Creature - Tiefling Cleric
77082,5.9337199,9137,8.8712925,8261,0.53189686,27586,0.55288915,1462,0.51025992,2129,0.54955378,3591,0.53355611,4761,0.53098089,0.002575219999999989,Demogorgon's Clutches,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/5/8/581e7ac6-65e5-4a16-ab0b-0988c3a3cfea.jpg?1627704588,,AFR,77201,Sorcery
263919,8.7003361,27803,12.545481,1425,0.50315789,99405,0.55399628,248,0.46774194,403,0.46898263,651,0.46850998,794,0.52770781,-0.05919783000000001,Devour Intellect,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/1/3/13c34f2d-2eac-4241-8b23-9cab3268c254.jpg?1627704636,,AFR,77202,Sorcery
52769,3.9150259,10173,4.9646122,23614,0.52896587,12685,0.55025621,4059,0.49100764,7263,0.51975768,11322,0.50945063,13225,0.54253308,-0.033082449999999985,Drider,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/b/b/bbc06a88-1eb6-4edb-8f03-d8274560cc41.jpg?1627704668,,AFR,77203,Creature - Elf Spider
72528,5.2634707,14017,6.9035457,33318,0.55081337,20768,0.55922573,6817,0.58588822,11156,0.55297598,17973,0.5654593,18107,0.54962169,0.015837609999999946,Dungeon Crawler,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/1/4138b66d-cf18-42a5-8522-241bd3969624.jpg?1627704694,,AFR,77204,Creature - Zombie
3066,1.2703849,2480,1.2629032,9350,0.57069519,1381,0.5365677,1615,0.62724458,2532,0.60505529,4147,0.61369665,5308,0.53598342,0.07771322999999997,"Ebondeath, Dracolich",B,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/6/e6b3f460-92ba-4af0-aad9-cf86615d4177.jpg?1627704720,,AFR,77205,Legendary Creature - Zombie Dragon
3066,1.2703849,2480,1.2629032,9350,0.57069519,1381,0.5365677,1615,0.62724458,2532,0.60505529,4147,0.61369665,5308,0.53598342,0.07771322999999997,"Ebondeath, Dracolich",B,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/6/e6b3f460-92ba-4af0-aad9-cf86615d4177.jpg?1627704720,,AFR,77388,Legendary Creature - Zombie Dragon
238155,7.0717558,32008,9.9668833,27934,0.52233837,88741,0.55886231,4517,0.47907903,8345,0.52474536,12862,0.50870782,15628,0.53160993,-0.022902109999999976,Eyes of the Beholder,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/3/f/3f9e5402-690f-497d-ada3-aa41fa900fdd.jpg?1627704757,,AFR,77206,Instant
230718,6.5966331,35920,9.1238029,59830,0.55343473,78860,0.56142531,10652,0.52684942,18008,0.56991337,28660,0.55390789,32741,0.55493113,-0.0010232400000000919,Fates' Reversal,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/1/9/19ff3d76-e985-4d8d-837e-89360cc23824.jpg?1627704784,,AFR,77207,Sorcery
235622,6.953697,31682,9.8556594,52862,0.56420491,72456,0.56111295,9333,0.57130612,15165,0.56828223,24498,0.56943424,29439,0.55966575,0.009768490000000019,Feign Death,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/3/2/32af7061-fca6-4a06-be3c-01881e6b96f7.jpg?1627704817,,AFR,77208,Instant
8543,1.8548519,5128,1.8092824,19407,0.5760808,2801,0.53409497,3470,0.62564841,5262,0.58627898,8732,0.60192396,10960,0.55666058,0.045263380000000075,Forsworn Paladin,B,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/a/4acaf396-f950-42da-85ab-149ffb31fee6.jpg?1627704845,,AFR,77209,Creature - Human Knight
7452,1.5346216,5326,1.4928652,20775,0.5898917,2603,0.53937764,3519,0.63285024,6349,0.6429359,9868,0.63933928,11560,0.54965398,0.08968529999999997,Gelatinous Cube,B,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/1/c/1c472e70-300c-4881-86e7-c5ca690ab9b6.jpg?1627704890,,AFR,77210,Creature - Ooze
7452,1.5346216,5326,1.4928652,20775,0.5898917,2603,0.53937764,3519,0.63285024,6349,0.6429359,9868,0.63933928,11560,0.54965398,0.08968529999999997,Gelatinous Cube,B,rare,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/1/c/1c472e70-300c-4881-86e7-c5ca690ab9b6.jpg?1627704890,,AFR,77414,Creature - Ooze
97037,2.7626885,43941,2.9791766,129214,0.57255406,15825,0.54470774,29578,0.58577321,47300,0.61188161,76878,0.60183668,63041,0.54488349,0.05695318999999999,Grim Bounty,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/b/9/b98e0ab1-dea8-492b-a712-2057f2b1d020.jpg?1627704924,,AFR,77211,Sorcery
49569,3.6484295,13246,4.4058584,44246,0.56278534,7657,0.54407731,8152,0.56501472,13169,0.56868403,21321,0.56728108,24444,0.55895107,0.008330009999999999,Grim Wanderer,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/e/3/e339f0f7-a79d-4947-a9c4-b9a0949dd06a.jpg?1627704954,,AFR,77212,Creature - Goblin Warlock
237242,6.9258521,28363,10.091774,29166,0.53075499,77820,0.56084554,4836,0.50020678,8919,0.52494674,13755,0.51624864,16267,0.53962009,-0.02337144999999996,Herald of Hadar,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/b/a/baa74204-2593-4468-856d-a5791336126a.jpg?1627704997,,AFR,77213,Creature - Human Warlock
226168,6.3473303,43084,8.3305636,98334,0.56920292,49726,0.55701243,23146,0.56312106,33109,0.56159957,56255,0.56222558,49674,0.57444538,-0.012219800000000003,Hired Hexblade,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/c/2/c23cbf01-90d0-4962-92d5-5e1566e8ef4b.jpg?1627705026,,AFR,77214,Creature - Elf Warlock
202468,5.460942,35352,7.2631251,94615,0.55831528,32412,0.56136616,21851,0.58583131,30065,0.53833361,51916,0.55832499,48701,0.55590234,0.0024226499999999707,Hoard Robber,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/b/7/b723d9cd-05f5-4894-9f2b-52a434a3019c.jpg?1627705067,,AFR,77215,Creature - Tiefling Rogue
52216,3.737207,11304,4.7423036,33545,0.54517812,8326,0.55717031,6722,0.55786968,9651,0.53590302,16373,0.54492152,18277,0.54352465,0.0013968699999999945,Lightfoot Rogue,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/9/f/9f88de61-8dee-46b3-91b2-d4cdb4db36bf.jpg?1627705101,,AFR,77216,Creature - Halfling Rogue
2791,1.1486922,2463,1.1396671,9761,0.59276713,1063,0.53998119,1604,0.6776808,2629,0.6633701,4233,0.66879282,5562,0.53559871,0.13319410999999992,"Lolth, Spider Queen",B,mythic,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/4/2/420a5689-d73e-4dda-82fd-8b8897ff5b55.jpg?1628185302,,AFR,77397,Legendary Planeswalker - Lolth
223682,6.248205,30647,8.9058309,47644,0.54434976,65844,0.56557925,8589,0.5228781,14362,0.54142877,22951,0.53448651,26128,0.55071188,-0.016225370000000017,Manticore,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/3/b/3b3d9117-724a-4b67-be27-142b9c283788.jpg?1627705197,,AFR,77218,Creature - Manticore
223682,6.248205,30647,8.9058309,47644,0.54434976,65844,0.56557925,8589,0.5228781,14362,0.54142877,22951,0.53448651,26128,0.55071188,-0.016225370000000017,Manticore,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/3/b/3b3d9117-724a-4b67-be27-142b9c283788.jpg?1627705197,,AFR,77415,Creature - Manticore
28498,2.1896624,16329,2.2838508,58037,0.576546,6101,0.54466481,11411,0.60275173,17267,0.62448601,28678,0.61583792,30927,0.54415236,0.07168556000000004,Power Word Kill,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/3/9/395b6ce4-143f-4eed-b565-98aa3d6208ef.jpg?1627705234,,AFR,77219,Instant
141558,3.8000608,41624,4.5139583,103633,0.55696545,25776,0.56393544,24983,0.55301605,38581,0.58725798,63564,0.57379964,49672,0.54412949,0.029670150000000062,Precipitous Drop,B,common,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/7/2/7293f9b4-565a-4065-940b-543f76ebecae.jpg?1627705263,,AFR,77220,Enchantment - Aura
58227,4.1825098,17128,4.8914059,55900,0.57134168,13672,0.5514921,10708,0.58152783,16178,0.58981333,26886,0.58651343,30351,0.5583671,0.028146329999999997,Ray of Enfeeblement,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/f/f/ff5d948b-fd89-4b90-9b63-ad7da13b5f0e.jpg?1627705288,,AFR,77221,Instant
38479,2.9847189,17174,3.0820426,61908,0.56635653,7504,0.54664179,11861,0.57769159,17854,0.59079198,29715,0.58556285,33487,0.55134828,0.034214569999999944,Reaper's Talisman,B,uncommon,https://c1.scryfall.com/file/scryfall-cards/border_crop/front/9/3/93b68168-e77d-4745-9393-726ef9fb72ec.jpg?1627705317,,AFR,77222,Artifact - Equipment
